index,sentence
818,Lagartija punto miedo pueda decir Alice mundo tan jodido describe és ajeno permanecido relativamente protegidos Nueva York aunque acojonaos cuenta Alice suena futuro siempre Caribe futuro modernidad alguna razón siento culpable haber matado gato compartido carne niños muriendo barrio bebitos vecinos puñeta sobrevivido Unos días proteína grasa gato escondimos hecho irrefutable salvado vida montón gente si compartido mapas conexiones dejó 66 Jefe morirse
819,Y gato menos excusa noble antropológica gato
820,No salvado vida nadie matar gato sólo podido prolongar inevitable
821,Pero conecte Jefe podido salvar mucha gente
822,Y castiga pesadillas haber escondido conecte sino haber escondido gato
823,¿Y sé
824,Una perdona años poquito
825,Apenas
826,Porque desastrosas realidades vida perdona actos homicidas
827,Los Lagartija puta idea dice Alice
828,Ella pensaba sabían Nueva York conocía realmente pasaba islas cerraron fronteras
829,Los tres boca abierta Profesor Lagartija casi convulsionando choque información borrachera pasto Alice cansa contar historias tristes
830,Es alarga anestesia cansa piensa/sabe Alice sabe demasiadas cosas
831,Para cambiar tema Alice exige Tijín delante padres favor explique descubierto aliens primero pase perico vio metiéndoselo escondido cuarto
832,Lagartija todavía paralizado borrachera necesidad decir pone todavía nervioso ahora tic párpados combina abrir cerrar labios parece dando derrame
833,La Chilena acepta verdad mesa así debería estarlo coca
834,Lagartijín hace requieren cuenta hipótesis aliens
835,Dice fuerte sonando foros Que mensaje dicen 67 varias cosas manipulación genética lleno dibujos doble hélice ADN genética parece tener ver biología
836,Carajo tan cuadrao Tijín dice Alice
837,Especula cuéntanos deseas mensaje aliens
838,Entonces Tijín cede invitación imaginar
839,Entiende mayores necesitan fantasías viejos vampiros precisan sangre joven
840,Ellos necesitan regenerarse ficciones produce dosis proporcionales tristeza solidaridad
841,Y entonces Lagartijín cuenta
842,Yo creo catedral fractalista Tiago respuesta pregunta aliens
843,Yo creo proponen fin objetivo meta
844,Nos dan claves matemáticas reproducir universo ayudarlos crear universos pequeños big bangs
845,La genética proponen ver biología Sino física
846,Nos dicen realmente genes cerebros yace información leyes física imperfectas ahí dan información reproducir universos parecidos continúe empezado extendernos prole átomos parece universo diferente universos condiciones mínimas emerja vida inteligente
847,El mensaje primer Contacto precisamente copular universos
848,A Lagartija va tic escucha hijo presentarle fantasía sostenible deseo extiende allá realidad
849,Y és feliz fantasías hijo helicóptero Onírico
850,Y queda dormido inconsciente roncando sonrisa silla casi cayéndose 68 caerse
851,Alice Chilena siguen hablando Tijín hueliendo ponen música bailan Ple cansancio sol bien salido tres dormidos misma cama mientras Tijín prepara salir trabajar
852,Y pasan días
853,Alice pone trabajar Chilena escuelas
854,Lagartija universidad
855,Tijín estudia mañana tarde rescata comida ciudad lleva centros trabaja Chilena
856,La conversación aliens sigue multiplicándose desconocidos siguen hablando primera vez años Nueva York lleno esperanzas
857,Y día conversación interrumpe policía militar mete centro alimentos rescatados llevarse Lagartijín miles jóvenes servicio militar obligatorio
858,Tijín muere medio batalla Texas rehúsa disparar
859,Lo saben padres Tijín robado ejército montón programas información hizo llegar Tiago La Catedral Puerto Rico nacería pichón nuevo mundo mientras cáscara pudre
860,Que Lagartijín primero efectivamente enviaría mensaje aliens azules enterarían dentro cincuenta años conversación extendería siglos
861,Y nunca enteraron desastrosas tragedias vida veces información haría felices alcanza
862,Tras muerte Tijín cientos muchachos secuestrados guerra existe madres muchachos primer contacto tiran calle
863,Pero Chilena encuentra solaz tirarse calle
864,Está harta muerte
865,Está apestada muerte
866,Su hijo 69 muerto plomo cadena muertes insoportable
867,Con hastío tristeza triste médula planea meses escondidas Lagartija Alice última obra comienza secreto campaña último viernes marzo ciudad haga silencio muertos costando luz eléctrica
868,Empieza simple acto desobediencia civil cualquiera puede participar
869,Ese viernes gente guarda silencio
870,Amanece noticiero matutino cuyos productores valientes deciden programa consista mismos periodistas televisivos siempre mirando cámaras absoluto silencio durante hora
871,Los maestros unen escuelas cierran pico
872,En subte repleto caminantes nadie habla
873,Los bares noche llenos parecen monasterios multitudes borrachos silencio borrachos hablan mierda
874,La Chilena luego procede segundo paso
875,A medianoche viernes Tierra va apagar
876,Estudia meses cómo sabotear sistemas electricidad última ciudad iluminada mundo último súper parásito planeta llega fecha buen fin semana Tierra fin apaga primer silencio luz ciento cincuenta años calla Tierra honrar muertos
877,Nada saben Alice Lagartija Chilena después noche nadie conversó
878,Alice queda vivir años Lagartija Brooklyn escriben
879,Escriben locos
880,Escriben si mundo acabando escritura único salvaría
881,Y mundo alguna manera bastante real acabando
882,Doce libros dos doce libros tres años realmente cartas próximas generaciones sino próximo mundo mundo sucederá sienten incapaces vivir
883,En año 2040 quitan vida juntos siguiendo pie letra instrucciones Trilcinea Alfred muerte feliz
884,Y saberlo rodeados solos muerte descubrieron desastrosas realidades vida sólo letra sobrevive desastre
885,"4/ El año 2704 I El corazón pajarito late cada 0,02 segundos cada 0,7 ballena azul cada minuto"
886,De misma manera corazón ciudad suele latir dos veces día
887,El universo late menos cada veintiséis billones años expansión Big Bang luego contracción proporcional
888,Un solo organismo múltiple dinámico cada individuo actuando neurona mente gigante
889,Si bien cada individuo material genético ligeramente distinto información contenida fácil acceso cerebro
890,Por digital duró
891,Su función mente ser espejo cerebro conoció mismo exteriorizándose haciéndose virtual
892,Todos datos almacenados digitalmente reflejo minúsculo convivían células
893,Tan sólo aprender lenguaje digital descifrar lenguaje código genético
894,Y entendimos finalmente genes transportan información necesaria reproducción
895,Fue entonces llegaron pitufos boxeadores
896,II Movida tal vez nostalgia produce petrificación pitufos Alicia región Trilce zona Atacamia propone rebuscar catorce libros biblioteca comarca conserva principios milenio
897,Recuerda clases imaginación histórica época producían muchísimas copias mismo libro tras gran meseta sucedió tiempo decidido copia cada libro suficiente mantener registro consulta período todas copias gasto innecesario despedazadas convertirían basura radioactiva desierto
898,Cada comarca alrededor globo mantenía seis veinticuatro libros época todas copias únicas libro leído vez cualquiera suficiente incorporarlo
899,Entre catorce libros recuerda muy vagamente intuición indicio contiene clave pitufos perturban
900,Abandona meditaciones recoge unas peras va ciclosombrilla radiosensible fotando saltos hondas radiación biblioteca
901,Atacamia jardines verdes subterráneos cavernas madrigueras lobo luz artificial extraída alta radiación desierto arriba
902,La radiación tan alta planeta vida sólo puede sostener resguardada sol
903,Las plantas quedan violetas verdes crecen alrededor cúpulas mega-gazebos antirradiación cubiertos paneles solares hacen rebotar rayos sol
904,De manera Alicia mientras fora ciclosombrilla radiosensible aire puede ver toda región Atacamia iluminada reflejo lumínico paneles solares antirradioactivos
905,Y sombrillas colorado barroso
906,Allí Atacamia cuevas cúpulas vida sobrevive
907,En biblioteca revisa catorce libros leído niñez
908,Sólo encuentra referencia pitufos libro parece poesía historia
909,Pero dice procedencia pitufos
910,El libro titula La dignidad escrito español premesético
911,III Sabemos siglos Tierra fize ángelada seres bellos solos mortales
912,Los ángeles cantaban canciones héroes oyentes conocían oyentes cambiando siglos
913,Como muertos nombres asignaban
914,Los ángeles única ruina resistentes supersticiones mundo perdido
915,Y comenzaron habitar catedrales abandonadas
916,No entendíamos bien catedral veces asistíamos curiosos escuchar canciones embriagantes salían luz ángeles
917,Fue entonces Que llegaron azules pitufos boxeadores
918,Algunos crelamos venían inexplorado fondo mar viajeros galácticos
919,No parecían amenaza
920,Eran pequeñitos
921,Vivían temporalidad muy lenta
922,Tardaban semanas moverse cien metros
923,No animales vegetales fotosinterizaban apenas consumían agua cerebros muy grandes pata tamaño guantes sombreros rojos
924,La radiación afectaba manera únicos seres vivos Tierra paseaban gran desierto protección sombrillas decía sombreros rojos forma hongos protegían radiación
925,Durante tiempo regando planeta movían hacia ángeles atraídos parecer luz
926,Con lentitud vegetal reuniendo catedrales habitadas ángeles
927,Las abarrotaban extrayendo cada rayito luz ángel reproducían vez petrificaban estáticos haciéndose parte catedral simbiosis ángel nunca salía cantaba juglar bellos obituarios bautismos nominales
928,Desde hace sesenta años imposible entrar catedrales
929,Esa pérdida debería ser lamentada
930,Nosotros morimos río Vía Láctea lamentar catedrales
931,Nosotros amamos pierde pierde siempre futuro deberíamos entender catedrales volverán inevitablemente hacer
932,Pero misma compasión hizo mismos cuidados mantienen misma comuna galáctica simbiotizado llena inevitablemente nostalgia decir hambre futuro
933,IV Una últimas canciones/obituarios escuchó cantar ángeles pitufos sellaran obsesión petrificante catedrales canción/obituario tal Acteón Pacquiao guerrero moderno combinaba fluidez ataque imperceptible poder sonrisa intercambiables modos velocidad entropía
934,Era magia puede entender
935,¿Quién podría hacer entropías sonrisa
936,Nuestra única debilidad fascinación entendemos fascinación perturbadora lleva Alicia arrastrarse biblioteca
937,Nuestros razonamientos eficaces
938,Es decir incomprensible determina estúpido interesante defecto interés podemos entender Es decir debilidad interés pitufos ángeles catedrales cantaban obituarios héroes olvidados podíamos ver
939,V Y así comenzamos experimentar cárcel/catedral hecho azules atrapar luz canto ángeles
940,Los azules secreran aceites
941,El consumo droga hace lentos Introspectivos menos felices
942,Al consumirlo reconectamos universo biológico órganos internos
943,Nosotros mismos hacemos pequeñas catedrales/cárceles
944,Cuando drogamos lamiendo aceite secretan ranuras pitufos petrificados Preferimos concentrarnos flujo sangre venas curso ríos
945,En masturbación orgía
946,Llegamos entonces terrible conclusión pitufos sustancia hechos
947,Los pitufos río Nos arrebata Pero río tigre destroza Pero tigre droga consume Pero droga
948,Los pitufos alegremente reales alegremente
949,76 VI Alicia lame pitufo día convence hacen hueco entrar catedral
950,Adentro flota atmósfera gravedad catedral gigantesca columnas elevan techo caras azules pitufo guantes rojizos boxeo
951,Ella flota luz verde ángel baila ritmo canto ángel canta canción guerrero llamado Inca Valores segunda cara pecho daba discursos dormía
952,Ante falta gravedad Alicia vuela bailando ángel usa brazos alas zigzaguea columnas llegar alto techo vuelve bajar picada sólo notar guantes pitufos agrietados grietas sale leche El ángel detiene canto intoxicarse leche Alicia hace mismo feliz nunca quiere salir catedral
953,Cuatro meses permaneció salir catedral sólo entonces luz verde ángel llegó obituario
954,Los pitufos van matar justo matando bien exterminen bien
955,5/ El año 2033 Se sienta ventana observa mar
956,Puede oler salitre cargado viento marino
957,Percibe pescado casa
958,Dos horas después llega ventana opuesta
959,Puede oler río brisa vegetal emana
960,Puede ver montaña
961,Observa iguanas monos ahora tarde suben buscar cobijo agua fresca
962,Mira hacia afuera seguridad territorio
963,Estamos protegidos piensa/sabe
964,No mal decisión completamente unilateral tomaron gatos gigantes pelo grupo
965,Ellos decidieron mudáramos nuevo recinto
966,No mal
967,Sobre acá comida temer gatos grandes tanta hambre vivíamos
968,De todas maneras debieron haberme consultado
969,Siente presencia Alice espaldas acerca acaricia
970,Voltea mirada posa fijamente ojos
971,No recriminación
972,Acerca nariz gesto aprobación piensa/sabe medio autoritaria sigue siendo gata
973,Por supuesto desplomaría piensa/ sabe
974,Nunca trabajado mudaron Santurce urbano Isabela despoblada marina
975,Sus labores indispensables urgentes
976,78 Vigilo ventanas salen cazar mantengo alacena limpia roedores si bien cada vez menos comida gusta comida guardan gustan ratones vienen mantengo limpio estiro medito duermo unas veinte horas día
977,Dormir día cosa fácil
978,Especialmente habitaciones contiguas habitan doce moribundos
979,El olor muerte molesta gatos
980,Es parte
981,Y moribundos mejor gente muy cariñosa tranquila
982,Ellos duermen sólo levantan estirarse comer acariciarnos
983,Corrijo
984,Mi labor bonito moribundos disfruten asistir muerte feliz predican gatos Alice Alfred Trilcinea embargo únicos perturban paz casa
985,Se mueven demasiado
986,Casi duermen
987,Entran salen casa día moviendo cosas lugar incansables productores caos
988,Y gato pasa día habitación habitación asegurándose tomarse siesta menos media hora cada moribundos
989,Todos acarician manera diferente complementaria
990,Me acarician quieren aun muriéndose Muy bonito
991,Muy bonito
992,Seguro dios
993,Tanto orejas nariz detectan Alfred abre puerta trae consigo bacalao
994,Corre puerta recibirlo ser bonito chantajear pescado
995,Alfred puede evitar Siempre da gato pide Consentidor siempre creído gato da da gato entonces da bacalao mima
996,El gato devolvió sanidad mental época agonía
997,Se ve preocupado Alfred
998,Tiene piel tostada
999,No duerme pensando problemas En 79 cositas responsabilidades
1000,Sólo fuma calma cocina
1001,Se mueve rápido lleva bacalao cocina
1002,Le da beso piquito Alice
1003,Busca papas alacena
1004,Ordena bandejas
1005,Saca cuchillos pinzas filetear luego desmenuzar bacalao
1006,Alice sincroniza movimientos Alfred
1007,Llevan años cocinando juntos
1008,Antes consultaban debatían ingredientes cada plato veces peleaban
1009,Ella influencia muy francesa manera cocinar Alfred odiaba franceses
1010,A Alice cambio parecía Alfred medio bestia cocina delicado prestaba atención detalle demasiado ojo poca ciencia
1011,Pero tras años práctica después escasez si cerebros culinarios hicieran hemisferios complementarios mueven hablar hace falta Porque cocina comunican mejor cualquier sitio dos llenos preocupaciones cocina olvidan simplifican ponen perspectiva Porque alimentar gente siempre importante vital preocupaciones
1012,Al ver cantidades bacalao trajo Alfred Alice busca cubo sal pesa va salando buen número filetes secar Y Preservarlos
1013,Hoy van hacer bacalhoada decidieron sabían Alfred iba encontrar bacalao costa discutido obvio consigue bacalao cocinar quince personas obvio bacalhoada pueden aprovechar raciones menguantes papas cebollas pimientos tomates pueden echar perder
1014,Encienden horno
1015,Alice pone secar mitad bacalao
1016,A Alfred Parece confía desaparece momento rumbo patio
1017,El gato 80 ventana mira odio gallinas
1018,Alice vuelve huevos pueden complementar proteína bacalao
1019,El gato mira ventana cocina espectáculo ver movimientos sincronizados Alice Alfred olores calores generan satisfecho sigue comiendo Alfred tira
1020,Hierven papas huevos agua mar luego sacan cortan cortan cebolla pimientos tomates juntan bacalao deshilachado seis bandejas aceite
1021,Y allí baile gatos caos ordenado amantes hablarse alimentar elevan encima ansiedades allí cocina silencio lleno ruidos olores logran producen espacio paz casa llena muerte
1022,Ponen bandejas horno
1023,Y sólo entonces Alfred respira hondo pide Alice acompañe costa asamblea comunas
1024,Hay desconcierto gente rumores milicias quieren cobrarles impuesto alimentario faltando comida San Juan Guaynabo rumores facción culpa moridero atraer atención innecesaria recursos clandestinos circulan ahí deberían negar recursos moribundos combatir falsa impresión sobra comida Alice ganas Alice sabe huida inevitable mejor aprender bien artes muerte feliz allí huir conocimientos
1025,Además puede confiar Alfred
1026,Ella sigue queriendo arrepentirse loco ratón mecánico
1027,Loco insoportable
1028,Ella planes secretos planes noche llevárselos gato Trilci misteriosa Catedral habla conseguir algún conecte traslade Haití Haití nunca tan bien ahora crisis petróleo
1029,El resto mundo muriéndose hambrunas haitianos gozando ahora defender frontera República Dominicana
1030,Alfred va asamblea
1031,El gato va dormir coronel Carlos viejo muy enfermo apenas levanta cama
1032,El coronel Carlos sólo encuentra paz morfina compañía felina
1033,El trabajo cocina nunca termina
1034,No va haber cena hoy Alice busca huevos limones caña azúcar queso
1035,Se vuelve abrir puerta casa gato levanta Pero despereza cama Carlos avisándole va Poner buena cosa despierte
1036,Trilci abre puerta última luz vespertina
1037,El gato asocia Trilci olor marihuana marihuana catnip catnip buena onda buen humor moribundos reúnen sala grande fumar contar historias Para distraerse dolores mientras Alice cocina precario cheesecake limón
1038,El coronel Carlos cruza dedos Para coca escaseando
1039,Cuando Carlos fuma pone muy creativo
1040,Es desertor ejército americano coronel años servicio volvieron loco
1041,Cuando Alice llegó Isabela mapas documentos Jefe hace par años buscando tal Tiago -según decía Jefe morir- Vivía catedral recursos proteger mucha gente Nunca encontró Tiago encontró coronel Carlos conocía Tiago dedicaba traficar recursos Catedral morideros circundantes
1042,El coronel embargo paranoico desconfiado negaba conectar directamente Alice 82 Alfred Trilci Tiago gente Catedral
1043,Unos años durante Gran Hambruna coronel traumatizado cantidad gente moría mientras militares confiscaban recursos
1044,Fue entonces decidió desertar robar varios contenedores repletos suministros médicos alimentos lata materiales construcción montón maletines morfina coca
1045,Entonces empezó morirse propuso Alice crearan moridero muerte feliz contacto Catedral suministros robó comida drogas medicinas iban faltar podían hacer chulo levantar ánimos gente empezaba recuperarse desmadre Gran Hambruna podían hacer gente moría enfermedades bobas
1046,Eso asusta Alice
1047,No insurgencia guerrilla haciendo sabe brazo militar gusta presencia morideros esperando menor excusa eliminarlos Y mueras Carlos ¿cómo vamos conseguir suministros moridero siga corriendo
1048,El gato Alice gato sabe secretos
1049,Cuando muera pregúntale gato
1050,Parece chiste Alice intuye
1051,Carlos pasa horas hablándole gato
1052,El gato aprecia
1053,Lo mira ojos mientras coronel suelta largos monólogos grupos fractalistas Catedral clandestina biocentrismo
1054,Carlos respeta piensa gato
1055,Alice sigue siendo favorita Trilci siempre trae buena onda Alfred muy Carl ñoso mima da pescao Pero coronel respeta habla poner voz idiota llama Mandelbrot 83 dice cuerpo deformado admira belleza
1056,Es muy bonito ¿ya dije
1057,Todos moribundos reúnen sala fumar pasto Trilci
1058,El gato corre adonde exige c41 1fp Trilci complace
1059,Todos relajan sala llena humo gato corre ventana demencial intensidad
1060,Carlos empieza contar división grupos fractalistas
1061,El gato sabe historias
1062,Todos conocen coronel siempre contaba arrebatados siempre olvidaba siempre querían fantasear
1063,Los primeros fractalistas postulaban todas galaxias estrellas vemos distancia propio épocas mismo sistema solar universo burbuja imágenes proyectadas rebotan paredes universo multiplican infinitamente misma luz mismos objetos incalculables tiempos diferentes sino galaxia repetida infinito proyección incluso átomos constituyen rebotes galaxia cada cosa adentro afuera cada
1064,O Carlos adentro montón veces
1065,Por supuesto Trilci querida pones tan fácil
1066,Y Trilci gusta ponérsela fácil Carlos piropee gusta darle placer viejo loco moribundo pone duro cantidades morfina mete si lograra primero haría masturbarse pensando
1067,Trilci Alfred dejan mirar acuestan juntos
1068,A Alice Alice da vergüenza aunque admita resiente amoríos Alfred Trilci
1069,No Alfred hace tiempo dejado amar quiere cosa
1070,En últimos años sólo Trilci despierta deseo Alice
1071,Alfred siempre decía llegaron Puerto Rico cambio fundamental Alice pasiones intensas voraces literatura amor cocina actos sociales veía actos bastante solitarios domésticos
1072,Pero Puerto Rico comenzó desarrollar pasión clan tribu
1073,Es mató ángel llegó isla Alfred dice Trilci veía cambio
1074,Trilci si entendiera perfectamente tomó ángel personaje misterioso siempre hablaba Alice apropió convirtió personaje malvado némesis pitufos Alfred
1075,Nosotros cíclicos sigue contando Carlos predica iglesia único podemos encontrar galaxias pasado futuro Tierra atrapado burbuja
1076,Cuando físicos fractalistas confirmaron descubrimiento tristeza tristeza tranquila grupos fractalistas tristeza liberadora especialmente ahora pensaban mundo acabando
1077,Pero grupos optimistas desesperados
1078,Como gato interrumpe Trilci encanta interrumpir baboserías Carlos ¿no ves cómo corre goza droga todas miradas Posan gato sonrisas
1079,Me encanta miren muy bonito
1080,Y sabe muriendo dice moribundas olemos muerte sabe
1081,Huelen gente buena responde Trilci huelen vida amor
1082,Se muriendo 85 muriendo gato sabe bien bueno según Carlos muriendo rebotando mejor
1083,Exactamente dice Carlos aprovecha continuar
1084,Ese precisamente problema dos bandos fractalistas
1085,Los primeros dicen ingenuamente fractal fractal única ley tela espacio-tiempo membrana escalas interdependientes comunicadas vibraciones rebote frecuencias gravedad
1086,El segundo grupo fractalista salió primero decían efecto fractal tan sólo percibimos fractal
1087,Todas percepciones universo utilizan fractal modo organizar información
1088,Vivimos atrapados imperio forma podemos percibir
1089,El fractal real universo cuestión antropológica organiza percepción universo
1090,Los fractalistas segunda onda entonces creían necesidad romper formas fractales finalmente entrar perceptivamente universo
1091,Carlos cuentero sigue contando contando historias fractalistas cada minuto pierde oyentes empiezan propias conversaciones arrebatadas Trilci ocurre buena idea sacar hojas sueltas lápices poner moribundos arrebatados dibujar fractales quieran muy divertido
1092,Que escojan forma repitan fractales nadie entiende pide coronel muestre cómo hace fractales siempre enseñando entusiasman mientras irregulares lindos quedan cuestión perseverancia repetir misma imagen escalas diferentes mantra
1093,Y cae noche noches llegan caen
1094,En tiempo O dicho apagan Alice enciende
1095,Espera Alfred vuelva asamblea servir cheesecalee limón
1096,Le tomó tres semanas obtener ingredientes ayuda coronel contactos clandestinos
1097,Alfred cuenta éxito intercambiando litros gasolina quedaban kilo coca comuna vecina alegran menos quedan despiertos
1098,Alice sabía
1099,Por bajo Alfred cuenta fea cosa asamblea odio miedo morideros comunas vecinas hacer
1100,Y medio Jangueo —todos arrebatadísimos Alice puesto cantidades bravas marihuana concentrada cheesecake limón- Alice cuela cuarto Carlos
1101,El coronel cama amarrándose brazo meterse morfina
1102,Álice trepa encima enseña tetas
1103,El coronel alegra
1104,Finalmente piensa
1105,Alice mientras acaricia pelo dice Carlos dar contacto La Catedral clandestina dar ahora mismo
1106,El coronel inmutarse Y tratando éxito pare repite preocupe cun AS ra gato va decir cómo encontrar contacto
1107,Alice Cree punto
1108,Carlos vamos aquí Misma noche papito vas decir ahora mismo lujo detalle CÓMO contactamos Tiago gente La Catedral
1109,Me Importa carajo gato
1110,Yo creo creo aquí mismo inyección Concentrada morfina ahora mismo fuerte si dices voy inyectar vas morir noche
1111,Pero si dices pues dejo suministros doce uedan morir tranquilos gozando
1112,Yo llevo cuidando dos años
1113,Tú sabes puedes confiar digo puedes confiar hecho voy dejar suministros mueran tranquilos puedes confiar hecho si das conecte voy matar mismita noche
1114,Ustedes muriendo Alfred Trilci gato saludables
1115,No puedes llevar gato Alice puedes dejar gato suplica coronel
1116,Ay Carlitos
1117,Tú encanto
1118,Tú sabes queremos
1119,Pero sabes sido muy cabrón escondiendo contacto suministros mantenernos amarrados aquí
1120,Nosotros sólo queremos chance llegar Haití chance sobrevivir
1121,Tú conoces militares sabes acá van matar cuanto encuentren excusa
1122,Carlos agarra tetas Alice llora confiesa hacer contactarse Tiago La Catedral
1123,Alice empacado necesario Trilci Alfred convence vayan inmediatamente misma noche mientras moribundos arrebatadísimos cheesecake limón tiempo perder allí bacalao seco suministros durar unas buenas semanas
1124,Y Alfred Trilci confiaban vida Alice hacen caso
1125,En caminata cuatro horas nocturnas La Catedral
1126,Tan sólo vez voltearon mirada ver ventanas iluminadas moridero doce moribundos festón tal vez último
1127,La 88 Catedral montaña pensaban unas cuevas escondidas acantilados
1128,Los recibe vieja rumana dan primera contraseña dio coronel Pitufos fractales
1129,La vieja rumana vivía cuevas abajo cuevas antesala La Catedral aloja tres gato resto noche
1130,El gato muerto miedo
1131,La cueva llena mariposas
1132,El sonido ensordecedor olas aturden desorientan estrés permanente pobre felino
1133,A Alfred Alice Trilci levantan primera luz sobrecoge vista mar inmenso cuevas acantilados
1134,La rumana muestra unas escaleras escondidas conducen La Catedral
1135,La rumana dice vez suban escaleras dar segunda contraseña entrar pregunta quién contacto
1136,Tiago dijeron
1137,Al subir maravillan electricidad cueva mientras adentran mariposas
1138,Nuñca podido anticipar encontrarían allí
1139,La Catedrales ciudad inmensa hecha túneles recintos centrales huecos luz techo recintos pequeños ventanas naturales dan mar
1140,Está llena niños adolescentes pocos viejos extiende kilómetros acantilados costa noroeste Puerto Rico
1141,Ven tuberías gigantes bajan picada fondo mar ven salón central espacioso techo extiende cien metros cielo cueva ven techo bóveda circular entra luz sol tapada vitrales verdes rojos amarillos diseño monumental orquídea cielo lleno mariposas vivas ven incontables especies plantas cuelgan techo ven decenas adolescentes niños trabajando 89 computadoras programando máquinas incansables arreglan interiores La Catedral ascensores bajan fondo mar suben alimentos ven pocos viejos organizan bibliotecas ven mapa interactivo mundo pantalla oscura suelta nú- meros viajan continente latinoamericano ven interminables ruedas alambres válvulas cristales contenedores túneles subterráneos parecen infinitos laboratorios centros metalúrgicos vagones trenes mineros apenas producen ruido parecen sostenidos electromagnetismo ven engranaje abundancia subterránea bajo superficie mundo completamente modificado escasez apenas hablar sienten juntos triste hermosa fortuna ser testigos futuro necesita
1142,La vieja rumana conduce túneles interminables deliberadamente desorienta sepan cómo salir
1143,No confíe conoce sino parte protocolo dice manera explícita pueden confiar gente edades tres
1144,Sólo viejos niños puede confiar
1145,Ellos tres parte llenos preguntas maravilla visual cada recintos deja palabras
1146,Tiago trabaja próxima habitación vista mar
1147,Él contestará preguntas
1148,Y sucede Tiago niño trece años sorprende ninguno tres
1149,Parece niño muy maduro edad allí
1150,Tiago emociona ve gato aterrorizado canasta
1151,Tengo idea dice presentarse habitación lado unas ventanas grandes camomila arbolito limón podemos soltar gato allí va gustar 90 muchas mariposas
1152,Tiago libera canasta gato corre esconderse cara metida planta camomila
1153,No preparado mudanza ¿qué especie tortura tramando captores piensa/sabe gato
1154,Tiago abre almeja ofrece gato mira Alice buscar aprobación
1155,Alice pestañea vamos probar ofrece pitufo
1156,Todos sientan alrededor arbolito limón miran inmensidad mar
1157,Tienen preguntas saben cómo empezar Tiago parece interesado gato
1158,Alfred quiere preguntar electricidad má- quinas ¿cómo posible si militares petró- leo queda
1159,Trilci quiere preguntar bóveda vitral orquídea techo salón quiere preguntar tantos niños dónde vienen hacen allí significa mapa mundo optimista quiere pensar finalmente acaban conectar revolución global
1160,Alice siempre desconfiada quisiera preguntarle Tiago va pasar ahora visto toda ciudad catedral clandestina acantilado
1161,Sospecha dejarán salir ahora saben demasiado nunca bueno tres prefieren preguntar lleguen respuestas solas
1162,Tiago rompe hielo
1163,Me dice rumana ustedes contraseña coronel ¿Ya murió Carlos
1164,El ayudó principio dio mucha pena pudiéramos curar condición
1165,La última vez habló dijo muchas cosas buenas ustedes tres importaba verdad morideros disfrutaban
1166,Pero 9 fin muchas preguntas ¿no
1167,Las tres cabezas asienten sin-decir gato pestañea
1168,Si hago bonito pitufo da almeja
1169,Pues sitio muchas catedrales llaman ustedes regadas sitios aunque logrado conectarlas todas
1170,Las conocemos muy diferentes unidas varios principios casi todas coincidimos
1171,Tenemos dos misiones
1172,La primera construir mundo funcione economía basada recursos dinero
1173,Para usamos versiones diariamente actualizadas software calcula recursos analizando prioridades biológicas ingenieros mecánicos programadores máquinas hacen trabajo
1174,Tiago comporta adulto excelentes modales vocabulario profesor inteligencia matemático sólo niño trece años
1175,A Trilci encanta quiere comer
1176,Alice siempre paranoica sospecha
1177,Los niños saltan adolescencia convierten gente cruel adultos
1178,Alfred cree escuchando voces pitufos nuevo punto gritar callarlas resiste mirando lados escuchando ser extraño demasiado elocuente edad sino mundo puro delirio
1179,— Lasegunda misión continúa Tiago asistir transición gente muriendo
1180,Y ahí entran morideros Trilci llamado muerte feliz Nos encantó coronel dijo llamabas así concepto plagiado muchas catedrales Trilci así famosa saberlo
1181,Es chicos ¡el chico llama chicos
1182,paradigma sobreproducción petróleo cada año triplicar producción año anterior simplemente presente funcione siempre deuda basado permanente sobreproducción niños cada año planeta sobrepoblado anterior
1183,Entonces sabemos transición mucha gente va morir
1184,Estamos resaca
1185,Aprendemos solidarizarnos moribundos asistirlos muerte
1186,Los viejos ven acá enseñan compasión compasión clave mundo creando gente confundida opone compasión mejor manera enseñar compasión morideros asistiendo muerte feliz cosa crear espacio sufren dignidad
1187,Ahora Trilci sospecha cuenta Tiago
1188,Para Alice embargo perfecto
1189,Le da paz idea
1190,Aceptar muerte hacerla insignificante darle sólo felicidad ciudad niños La Catedral chances ser feliz propia decadente generación
1191,Alfred cambio borde ataque nervioso
1192,Suda frío vista vertiginosa inmensidad mar cueva ayudando
1193,El gato entra confianza
1194,Sale escondite huele inspecciona Tiago Luego pone cazar mariposas
1195,Por acá casi niños
1196,No todas catedrales adoptado idea
1197,Eso ustedes veían películas apocalípticas darwinianas ¿quién debe sobrevivir quién
1198,Nuestro punto Queremos construir distribuya recursos ahí mejor empezar niños días exiliados capitales mandados morir
1199,Nosotros sólo asilamos niños menores diez
1200,Yo llegué aquí Jefe 93 siete años
1201,El Jefe rescató mataron papás
1202,Los conocía mamá maestra papá ingeniero junto Jefe iniciaron proyecto hace veinte años ... Y siguen historias Tiago variadas reacciones escuchas
